order_id,customer_id,order_date,status,payment_mode,shipping_city,shipping_state
809,46,1/1/2023,Cancelled,Cash on Delivery,Chandigarh,Punjab
810,9,4/4/2023,Processing,Cash on Delivery,Indore,Madhya Pradesh
811,57,11/24/2023,Delivered,Net Banking,Nagpur,Maharashtra
812,37,6/19/2023,Delivered,Debit Card,Bangalore,Karnataka
813,89,6/13/2023,Delivered,EMI,Chandigarh,Punjab
814,23,12/29/2023,Processing,Net Banking,Lucknow,Uttar Pradesh
815,3,5/16/2023,Delivered,Debit Card,Delhi,Delhi
816,178,2/4/2023,Processing,UPI,Nagpur,Maharashtra
817,28,1/1/2023,Delivered,Net Banking,Kolkata,West Bengal
818,113,8/3/2023,Delivered,Net Banking,Mumbai,Maharashtra
819,127,7/13/2023,Processing,Cash on Delivery,Bhopal,Madhya Pradesh
820,97,2/21/2023,Returned,Cash on Delivery,Surat,Gujarat
821,167,12/18/2023,Delivered,Debit Card,Ahmedabad,Gujarat
822,116,2/7/2023,Delivered,UPI,Mumbai,Maharashtra
823,6,6/13/2023,Shipped,Credit Card,Hyderabad,Telangana
824,19,6/25/2023,Delivered,Net Banking,Chandigarh,Punjab
825,42,2/8/2023,Delivered,UPI,Bhopal,Madhya Pradesh
826,153,11/11/2023,Returned,EMI,Bhopal,Madhya Pradesh
827,8,8/9/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
828,112,3/22/2023,Delivered,Credit Card,Delhi,Delhi
829,85,4/16/2023,Delivered,Net Banking,Mumbai,Maharashtra
830,179,10/11/2023,Shipped,EMI,Bangalore,Karnataka
831,73,6/2/2023,Delivered,Credit Card,Bhopal,Madhya Pradesh
832,13,7/21/2023,Returned,Debit Card,Bhopal,Madhya Pradesh
833,14,7/4/2023,Delivered,Net Banking,Jaipur,Rajasthan
834,23,5/31/2023,Returned,Debit Card,Lucknow,Uttar Pradesh
835,25,1/14/2023,Delivered,Debit Card,Kolkata,West Bengal
836,164,5/30/2023,Delivered,Net Banking,Kolkata,West Bengal
837,30,6/7/2023,Cancelled,Net Banking,Hyderabad,Telangana
838,126,12/5/2023,Shipped,Credit Card,Indore,Madhya Pradesh
839,165,10/6/2023,Cancelled,Debit Card,Nagpur,Maharashtra
840,95,7/15/2023,Processing,Debit Card,Hyderabad,Telangana
841,115,1/23/2023,Shipped,Net Banking,Jaipur,Rajasthan
842,120,5/15/2023,Delivered,UPI,Nagpur,Maharashtra
843,145,2/1/2023,Delivered,EMI,Lucknow,Uttar Pradesh
844,171,2/19/2023,Delivered,EMI,Lucknow,Uttar Pradesh
845,89,10/5/2023,Cancelled,Cash on Delivery,Chandigarh,Punjab
846,59,10/11/2023,Delivered,Net Banking,Ahmedabad,Gujarat
847,134,8/3/2023,Returned,Cash on Delivery,Bhopal,Madhya Pradesh
848,61,9/1/2023,Shipped,Credit Card,Mumbai,Maharashtra
849,102,1/18/2023,Delivered,Credit Card,Nagpur,Maharashtra
850,194,8/18/2023,Delivered,Debit Card,Surat,Gujarat
851,55,4/9/2023,Delivered,Credit Card,Jaipur,Rajasthan
852,109,2/10/2023,Cancelled,Debit Card,Chennai,Tamil Nadu
853,161,3/17/2023,Shipped,UPI,Chandigarh,Punjab
854,187,2/4/2023,Delivered,Net Banking,Bhopal,Madhya Pradesh
855,143,7/23/2023,Processing,UPI,Surat,Gujarat
856,134,8/23/2023,Delivered,EMI,Bhopal,Madhya Pradesh
857,160,10/28/2023,Cancelled,Credit Card,Mumbai,Maharashtra
858,107,3/18/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
859,151,10/26/2023,Delivered,Credit Card,Chennai,Tamil Nadu
860,145,2/21/2023,Shipped,Cash on Delivery,Lucknow,Uttar Pradesh
861,89,7/30/2023,Shipped,Net Banking,Chandigarh,Punjab
862,168,9/6/2023,Returned,Credit Card,Nagpur,Maharashtra
863,45,5/22/2023,Cancelled,Debit Card,Jaipur,Rajasthan
864,159,11/8/2023,Cancelled,Credit Card,Hyderabad,Telangana
865,102,6/19/2023,Delivered,Credit Card,Nagpur,Maharashtra
866,191,9/1/2023,Shipped,UPI,Indore,Madhya Pradesh
867,6,6/22/2023,Shipped,UPI,Hyderabad,Telangana
868,72,9/9/2023,Delivered,Debit Card,Mumbai,Maharashtra
869,35,6/3/2023,Returned,UPI,Hyderabad,Telangana
870,69,8/2/2023,Delivered,Debit Card,Hyderabad,Telangana
871,114,4/19/2023,Cancelled,EMI,Surat,Gujarat
872,125,9/22/2023,Processing,Credit Card,Nagpur,Maharashtra
873,132,3/23/2023,Delivered,UPI,Hyderabad,Telangana
874,182,9/17/2023,Cancelled,Debit Card,Kolkata,West Bengal
875,200,9/26/2023,Delivered,Debit Card,Mumbai,Maharashtra
876,50,4/13/2023,Delivered,Debit Card,Delhi,Delhi
877,9,8/22/2023,Delivered,UPI,Indore,Madhya Pradesh
878,181,4/12/2023,Shipped,UPI,Kolkata,West Bengal
879,119,9/16/2023,Cancelled,EMI,Bangalore,Karnataka
880,32,12/15/2023,Delivered,Debit Card,Chennai,Tamil Nadu
881,96,9/8/2023,Returned,Debit Card,Hyderabad,Telangana
882,122,10/28/2023,Processing,UPI,Pune,Maharashtra
883,42,5/13/2023,Delivered,UPI,Bhopal,Madhya Pradesh
884,8,7/17/2023,Delivered,Debit Card,Chennai,Tamil Nadu
885,147,4/20/2023,Delivered,EMI,Surat,Gujarat
886,58,12/13/2023,Delivered,UPI,Indore,Madhya Pradesh
887,167,7/29/2023,Delivered,EMI,Ahmedabad,Gujarat
888,3,8/31/2023,Delivered,EMI,Delhi,Delhi
889,45,11/4/2023,Delivered,Debit Card,Jaipur,Rajasthan
890,65,11/8/2023,Shipped,EMI,Delhi,Delhi
891,182,11/26/2023,Shipped,Net Banking,Kolkata,West Bengal
892,97,6/28/2023,Returned,UPI,Surat,Gujarat
893,56,8/27/2023,Shipped,EMI,Chandigarh,Punjab
894,134,11/16/2023,Cancelled,Cash on Delivery,Bhopal,Madhya Pradesh
895,27,1/4/2023,Processing,Cash on Delivery,Hyderabad,Telangana
896,166,11/1/2023,Shipped,UPI,Hyderabad,Telangana
897,176,2/25/2023,Returned,Credit Card,Ahmedabad,Gujarat
898,87,5/22/2023,Processing,UPI,Lucknow,Uttar Pradesh
899,67,12/2/2023,Shipped,Debit Card,Bangalore,Karnataka
900,39,9/22/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
901,154,7/26/2023,Processing,EMI,Ahmedabad,Gujarat
902,36,1/14/2023,Returned,UPI,Delhi,Delhi
903,67,8/3/2023,Cancelled,Net Banking,Bangalore,Karnataka
904,189,1/19/2023,Delivered,UPI,Ahmedabad,Gujarat
905,186,4/24/2023,Returned,EMI,Chandigarh,Punjab
906,92,9/17/2023,Shipped,Debit Card,Hyderabad,Telangana
907,169,10/13/2023,Delivered,UPI,Bhopal,Madhya Pradesh
908,25,8/30/2023,Delivered,EMI,Kolkata,West Bengal
909,67,10/14/2023,Delivered,EMI,Bangalore,Karnataka
910,86,12/2/2023,Delivered,Debit Card,Mumbai,Maharashtra
911,91,4/25/2023,Shipped,Net Banking,Kolkata,West Bengal
912,85,7/10/2023,Shipped,Cash on Delivery,Mumbai,Maharashtra
913,76,8/26/2023,Delivered,Net Banking,Hyderabad,Telangana
914,14,11/21/2023,Delivered,Net Banking,Jaipur,Rajasthan
915,50,9/14/2023,Delivered,EMI,Delhi,Delhi
916,98,9/29/2023,Shipped,Net Banking,Pune,Maharashtra
917,14,3/19/2023,Delivered,Debit Card,Jaipur,Rajasthan
918,88,7/29/2023,Returned,Debit Card,Bangalore,Karnataka
919,81,4/3/2023,Delivered,Net Banking,Bangalore,Karnataka
920,86,11/20/2023,Delivered,UPI,Mumbai,Maharashtra
921,163,1/30/2023,Delivered,Net Banking,Indore,Madhya Pradesh
922,71,4/18/2023,Delivered,Cash on Delivery,Chandigarh,Punjab
923,196,3/23/2023,Returned,Credit Card,Chennai,Tamil Nadu
924,34,11/11/2023,Cancelled,EMI,Kolkata,West Bengal
925,110,7/26/2023,Cancelled,Net Banking,Hyderabad,Telangana
926,99,1/3/2023,Delivered,Cash on Delivery,Lucknow,Uttar Pradesh
927,52,7/11/2023,Delivered,UPI,Delhi,Delhi
928,194,9/29/2023,Delivered,Credit Card,Surat,Gujarat
929,174,1/3/2023,Delivered,Debit Card,Chandigarh,Punjab
930,178,6/26/2023,Shipped,Debit Card,Nagpur,Maharashtra
931,27,7/16/2023,Shipped,Debit Card,Hyderabad,Telangana
932,17,1/24/2023,Shipped,UPI,Indore,Madhya Pradesh
933,117,9/24/2023,Processing,Net Banking,Jaipur,Rajasthan
934,176,3/10/2023,Processing,Net Banking,Ahmedabad,Gujarat
935,92,4/7/2023,Delivered,Net Banking,Hyderabad,Telangana
936,5,4/27/2023,Delivered,EMI,Jaipur,Rajasthan
937,34,4/19/2023,Delivered,Cash on Delivery,Kolkata,West Bengal
938,130,3/28/2023,Delivered,UPI,Hyderabad,Telangana
939,183,11/30/2023,Delivered,Net Banking,Kolkata,West Bengal
940,164,5/11/2023,Delivered,Cash on Delivery,Kolkata,West Bengal
941,13,12/5/2023,Delivered,EMI,Bhopal,Madhya Pradesh
942,6,1/25/2023,Delivered,Net Banking,Hyderabad,Telangana
943,114,7/14/2023,Delivered,Cash on Delivery,Surat,Gujarat
944,65,8/31/2023,Delivered,Debit Card,Delhi,Delhi
945,178,12/18/2023,Delivered,UPI,Nagpur,Maharashtra
946,108,12/5/2023,Delivered,EMI,Indore,Madhya Pradesh
947,134,5/19/2023,Delivered,Net Banking,Bhopal,Madhya Pradesh
948,27,9/19/2023,Delivered,UPI,Hyderabad,Telangana
949,30,2/24/2023,Returned,Debit Card,Hyderabad,Telangana
950,156,4/13/2023,Shipped,Cash on Delivery,Surat,Gujarat
951,52,7/3/2023,Cancelled,UPI,Delhi,Delhi
952,42,1/21/2023,Returned,Debit Card,Bhopal,Madhya Pradesh
953,177,9/4/2023,Processing,Debit Card,Hyderabad,Telangana
954,1,1/7/2023,Delivered,Credit Card,Mumbai,Maharashtra
955,147,12/9/2023,Returned,Debit Card,Surat,Gujarat
956,24,9/19/2023,Delivered,EMI,Indore,Madhya Pradesh
957,186,2/21/2023,Shipped,EMI,Chandigarh,Punjab
958,60,8/22/2023,Shipped,UPI,Hyderabad,Telangana
959,119,1/26/2023,Delivered,Debit Card,Bangalore,Karnataka
960,11,5/29/2023,Processing,EMI,Delhi,Delhi
961,81,8/7/2023,Delivered,Credit Card,Bangalore,Karnataka
962,195,1/24/2023,Delivered,Debit Card,Bangalore,Karnataka
963,170,11/28/2023,Delivered,UPI,Jaipur,Rajasthan
964,92,8/13/2023,Shipped,EMI,Hyderabad,Telangana
965,24,7/10/2023,Processing,Debit Card,Indore,Madhya Pradesh
966,30,7/25/2023,Cancelled,Net Banking,Hyderabad,Telangana
967,70,7/17/2023,Returned,Net Banking,Pune,Maharashtra
968,167,3/27/2023,Delivered,Debit Card,Ahmedabad,Gujarat
969,179,1/31/2023,Delivered,Credit Card,Bangalore,Karnataka
970,107,10/30/2023,Returned,Cash on Delivery,Chennai,Tamil Nadu
971,174,8/13/2023,Delivered,Cash on Delivery,Chandigarh,Punjab
972,98,7/3/2023,Delivered,EMI,Pune,Maharashtra
973,187,3/8/2023,Returned,Net Banking,Bhopal,Madhya Pradesh
974,29,7/30/2023,Returned,Credit Card,Nagpur,Maharashtra
975,17,5/14/2023,Processing,Credit Card,Indore,Madhya Pradesh
976,181,12/14/2023,Delivered,EMI,Kolkata,West Bengal
977,87,9/23/2023,Delivered,Net Banking,Lucknow,Uttar Pradesh
978,170,5/8/2023,Returned,UPI,Jaipur,Rajasthan
979,170,12/13/2023,Cancelled,Debit Card,Jaipur,Rajasthan
980,143,11/10/2023,Delivered,Credit Card,Surat,Gujarat
981,165,3/22/2023,Returned,Net Banking,Nagpur,Maharashtra
982,43,2/8/2023,Returned,UPI,Chennai,Tamil Nadu
983,62,6/19/2023,Shipped,Credit Card,Lucknow,Uttar Pradesh
984,130,4/25/2023,Cancelled,Net Banking,Hyderabad,Telangana
985,61,2/10/2023,Returned,Net Banking,Mumbai,Maharashtra
986,147,8/18/2023,Delivered,Net Banking,Surat,Gujarat
987,115,6/11/2023,Delivered,Net Banking,Jaipur,Rajasthan
988,191,12/1/2023,Delivered,Credit Card,Indore,Madhya Pradesh
989,104,7/31/2023,Delivered,Cash on Delivery,Indore,Madhya Pradesh
990,141,1/1/2023,Delivered,Cash on Delivery,Hyderabad,Telangana
991,159,11/23/2023,Shipped,Cash on Delivery,Hyderabad,Telangana
992,144,4/16/2023,Returned,UPI,Kolkata,West Bengal
993,94,1/28/2023,Delivered,Net Banking,Lucknow,Uttar Pradesh
994,85,10/14/2023,Returned,EMI,Mumbai,Maharashtra
995,169,7/6/2023,Returned,Credit Card,Bhopal,Madhya Pradesh
996,25,12/4/2023,Delivered,Credit Card,Kolkata,West Bengal
997,88,7/1/2023,Shipped,Cash on Delivery,Bangalore,Karnataka
998,134,7/11/2023,Delivered,Credit Card,Bhopal,Madhya Pradesh
999,43,9/10/2023,Delivered,EMI,Chennai,Tamil Nadu
1000,191,7/29/2023,Delivered,UPI,Indore,Madhya Pradesh
